,SOX2_like,PAX6_like,NEUROD1_like,RBFOX3_like,SLC17A7_like,GAD1_like,GFAP_like,OLIG2_like,AIF1_like,PDGFRA_like,MKI67_like,STRESS_like,CELL_CYCLE_like,MATURATION_like
cell_02217,0.29123577,5.7925063e-06,7.9601197,9.990476,0.99179846,0.14876977,0.14850041,0.1479833,0.1475444,0.14908633,0.011773196,0.79921746,0.011773196,15.648638
cell_02218,0.27115476,2.7112494e-06,7.9666157,9.992312,0.1489698,0.993132,0.14874384,0.14830963,0.14794073,0.1492352,0.009718594,0.5971277,0.009718594,15.7050495
cell_02219,3.4076974,7.90863,2.3907237,3.9570568,0.010185006,0.010185006,0.008661275,0.0067206994,0.005641041,0.012826553,0.6431214,0.5562627,0.6431214,1.3894632
cell_02220,2.8986557,6.397308,3.118023,5.154897,0.022021871,0.022021871,0.12660794,0.015005491,0.012724285,0.027080975,2.8632112,0.67177343,2.8632112,1.9957322
cell_02221,1.9642406,2.540146,5.0255995,7.73714,0.44834957,0.067252435,0.06062354,0.05093388,0.044815034,0.07712465,1.17628,0.83160764,1.17628,4.380577
cell_02222,2.27109,3.8384676,4.3225317,6.8867674,0.049302436,0.049302436,0.04365928,0.03575952,0.030972242,0.38728255,0.26795343,0.63220614,0.26795343,3.324417
cell_02223,5.6109824,8.054902,0.8731262,1.2792208,0.00040670266,0.00040670266,0.00033720786,0.00025357885,0.00020924858,0.0005360201,1.6083446,0.5038252,1.6083446,0.42573923
cell_02224,0.33002236,2.0857538e-05,7.945586,9.986148,0.1483227,0.1483227,0.9863798,0.14725615,0.14666271,0.14875317,0.009786165,0.76402426,0.009786165,15.523551
cell_02225,4.3565316,8.996962,1.4992849,2.3861117,0.0023253893,0.0023253893,0.0019471835,0.0014819794,0.0012307911,0.003009726,0.07793928,0.58002526,0.07793928,0.78308326
cell_02226,0.7144923,0.014994239,7.6391997,9.861192,0.13904934,0.9269956,0.13686027,0.13282439,0.12956068,0.1417026,0.027312808,0.71713406,0.027312808,13.204909
cell_02227,9.17318,3.2071135,0.27686563,0.32479364,1.1112417e-05,1.1112417e-05,9.13331e-06,6.796935e-06,5.5780206e-06,1.48893405e-05,0.66562414,0.505952,0.66562414,0.12696782
cell_02228,10.276927,2.2702248,0.21020497,0.23316896,4.771776e-06,4.771776e-06,3.9182373e-06,2.9126838e-06,2.3889604e-06,6.405138e-06,0.019450255,0.70353997,0.019450255,0.09576088
cell_02229,0.87808204,0.058801554,7.4137278,9.745378,0.1323942,0.1323942,0.86064965,0.12317751,0.11853426,0.13647401,0.012524368,0.6574434,0.012524368,11.813273
cell_02230,3.0920775,7.047424,2.816763,4.670952,0.016558478,0.016558478,0.014194802,0.011128735,0.009395185,0.020567762,0.045831017,0.8521648,0.045831017,1.7303034
cell_02231,0.87203044,0.056316555,7.4230523,9.750475,0.13266681,0.8844454,0.12941223,0.12356184,0.11896756,0.13669103,0.5277078,0.7887255,0.5277078,11.866497
cell_02232,8.238529,4.247445,0.3583742,0.44287884,2.4655945e-05,2.4655945e-05,2.0288298e-05,1.51191225e-05,1.2416664e-05,3.296308e-05,0.18079473,0.5144113,0.18079473,0.16569456
cell_02233,0.2686089,2.4490485e-06,7.9673905,9.992526,0.14899367,0.14899367,0.1487729,0.14834861,0.98658735,0.14925295,0.004426572,0.81580895,0.004426572,15.711801
cell_02234,0.6010055,0.004198436,7.762097,9.916919,0.14273545,0.14273545,0.9415424,0.13841625,0.13609885,0.1445374,0.11745774,0.816491,0.11745774,14.0676565
cell_02235,0.36053643,4.977278e-05,7.9322367,9.981947,0.14791268,0.14791268,0.98306155,0.14659187,0.14585899,0.14844705,0.030153038,0.7653638,0.030153038,15.410013
cell_02236,6.9519653,6.0461273,0.5352095,0.7160095,8.614763e-05,8.614763e-05,7.1068585e-05,5.312226e-05,4.369638e-05,0.00011461601,0.47485438,0.8717187,0.47485438,0.2519368
cell_02237,3.3343,7.7314286,2.4829595,4.1142726,0.011421312,0.011421312,0.009729158,0.0075657265,0.0063580037,0.0143412445,2.5861435,0.8213014,2.5861435,1.4601018
cell_02238,2.749805,5.8413444,3.3721178,5.5481133,0.027157225,0.027157225,0.023542427,0.01873052,0.015946295,0.22072151,1.8119937,0.58755946,1.8119937,2.2375576
cell_02239,1.3996414,0.7060367,6.3812714,9.043112,0.10331991,0.10331991,0.09698754,0.086728364,0.5302737,0.111870326,1.2239184,0.65261835,1.2239184,7.4876084
cell_02240,3.6598885,8.410043,2.1026337,3.457942,0.006849098,0.006849098,0.0057943175,0.0044666734,0.0037355195,0.0087038865,0.1545539,0.6399693,0.1545539,1.1790692
cell_02241,9.415749,2.9755008,0.25994536,0.3010691,9.153042e-06,9.153042e-06,7.5210937e-06,5.5955534e-06,4.591409e-06,1.2269618e-05,0.47644785,0.7019631,0.47644785,0.1190074
cell_02242,2.7439353,5.8185415,3.3825433,5.5639415,0.027377024,0.027377024,0.023738148,0.018891726,0.107241616,0.03336421,0.25410664,0.88148546,0.25410664,2.2478592
cell_02243,4.334947,8.994253,1.5144714,2.4132879,0.002402321,0.002402321,0.0020121038,0.0015318588,0.0012724267,0.0031078975,0.7452265,0.74623936,0.7452265,0.792383
cell_02244,2.5631104,5.0886927,3.71889,6.061257,0.23197594,0.03479639,0.030389765,0.024420783,0.020912066,0.04191055,2.1433673,0.6251756,2.1433673,2.5977278
cell_02245,5.457924,8.251497,0.9283793,1.3746748,0.000495108,0.000495108,0.000410853,0.00030927328,0.000255344,0.00065151457,0.012649839,0.8766071,0.012649839,0.4553504
cell_02246,4.2094045,8.960773,1.606741,2.5783658,0.0029072452,0.0029072452,0.002438723,0.0018601429,0.0015466836,0.0037507995,1.2156243,0.7801086,1.2156243,0.84958416
cell_02247,0.97735757,0.112100005,7.250571,9.652239,0.85105354,0.12765802,0.123671286,0.11664075,0.11123874,0.13266443,0.12431223,0.6064322,0.12431223,10.934685
cell_02248,2.5403233,4.9934926,3.7633533,6.1250305,0.035819564,0.035819564,0.03131402,0.16797963,0.021593582,0.043074835,2.7871642,0.8626051,2.7871642,2.6466742
cell_02249,3.0143163,6.7965994,2.9340348,4.861537,0.018597683,0.018597683,0.015979499,0.012565336,0.010625938,0.023011362,0.016061248,0.6376852,0.016061248,1.8310456
cell_02250,1.4180521,0.7478865,6.338678,9.008645,0.10215836,0.10215836,0.6384072,0.08543519,0.07822932,0.11082532,0.43176207,0.7064845,0.43176207,7.357611
cell_02251,0.5474219,0.0020126917,7.8104577,9.93709,0.14419803,0.14419803,0.14298016,0.9379124,0.13878532,0.14565033,0.024509272,0.69168913,0.024509272,14.430526
cell_02252,2.6364539,5.3906417,3.578925,5.8574805,0.031636182,0.031636182,0.027545815,0.022044696,0.12554663,0.038292646,0.08658762,0.86945236,0.08658762,2.4478805
cell_02253,1.1443408,0.2674543,6.9364657,9.453308,0.118706115,0.7913741,0.113629706,0.104966044,0.09854754,0.12525682,0.7965727,0.60626537,0.7965727,9.483418
cell_02254,0.25160274,1.1984898e-06,7.9722924,9.993857,0.14914472,0.99429816,0.14895682,0.14859551,0.14828824,0.14936529,0.0053291693,0.6333227,0.0053291693,15.754607
cell_02255,1.4873354,0.91768754,6.1762285,8.873307,0.09774895,0.09774895,0.60761064,0.08062333,0.073388405,0.106813766,0.5863774,0.7640641,0.5863774,6.8864803
cell_02256,0.3152833,1.3151506e-05,7.951424,9.98792,0.1485022,0.9900146,0.14817506,0.14754772,0.14701602,0.148887,0.0036294234,0.85464627,0.0036294234,15.573608
cell_02257,0.5016845,0.0009823012,7.8468914,9.951508,0.14530458,0.14530458,0.14430876,0.94949937,0.14085416,0.14648789,0.0015467684,0.54595363,0.0015467684,14.713366
cell_02258,9.488039,2.909405,0.2551793,0.2944409,8.647042e-06,8.647042e-06,7.104832e-06,5.285442e-06,4.3367686e-06,1.1592821e-05,0.41135132,0.5839534,0.41135132,0.11676997
cell_02259,2.156553,3.3441484,4.577905,7.2095156,0.05573346,0.05573346,0.04966321,0.27357835,0.03573446,0.06503964,0.3199794,0.8792138,0.3199794,3.6780167
cell_02260,0.73464566,0.01820331,7.614469,9.849294,0.13831274,0.13831274,0.9066197,0.1317288,0.12829246,0.14113095,0.116024606,0.81091887,0.116024606,13.040849
cell_02261,0.23178594,4.777649e-07,7.9774156,9.995196,0.14930268,0.14930268,0.14914927,0.99236035,0.1486028,0.14948267,0.0041175922,0.6384279,0.0041175922,15.79954
cell_02262,1.9182273,2.3562708,5.1354623,7.859217,0.070113994,0.070113994,0.42260218,0.053490125,0.047193833,0.08005403,2.3904855,0.64305395,2.3904855,4.571604
cell_02263,8.279353,4.1970096,0.3541677,0.43664452,2.3770146e-05,2.3770146e-05,1.9558236e-05,1.4574032e-05,1.1968559e-05,3.1782474e-05,0.038382396,0.6878135,0.038382396,0.16368042
cell_02264,1.2672763,0.44601774,6.678462,9.271769,0.11149479,0.11149479,0.105735995,0.64100575,0.089240275,0.11908747,1.1499531,0.7695198,1.1499531,8.479791
cell_02265,7.2329826,5.623545,0.48780736,0.64089787,6.441059e-05,6.441059e-05,5.3099666e-05,3.965829e-05,3.2607368e-05,8.580764e-05,0.3310866,0.72441643,0.3310866,0.22851385
cell_02266,0.59382445,0.0038265332,7.7689366,9.919837,0.9529458,0.14294188,0.14147767,0.13873489,0.13647474,0.14469488,0.10000946,0.810448,0.10000946,14.118133
cell_02267,1.5749109,1.1594213,5.967058,8.689975,0.09211519,0.09211519,0.085320815,0.49792147,0.06750232,0.10158511,0.017421933,0.5216667,0.017421933,6.3319054
cell_02268,0.6644346,0.008909902,7.6968427,9.888066,0.14077285,0.14077285,0.13889761,0.9027736,0.13257729,0.14303343,0.00861102,0.8276163,0.00861102,13.599414
cell_02269,0.37063384,6.490658e-05,7.9274364,9.980391,0.14776537,0.9851024,0.14728057,0.14635383,0.14557137,0.14833695,0.008168632,0.52322054,0.008168632,15.369494
cell_02270,0.9695867,0.107000306,7.264016,9.660188,0.12804596,0.12804596,0.8274182,0.1171664,0.11182029,0.13297927,0.09605036,0.8523896,0.09605036,11.003515
cell_02271,1.0357744,0.15611437,7.146013,9.5888,0.1246551,0.1246551,0.12027204,0.11262867,0.7121946,0.13021003,0.72595483,0.5173018,0.72595483,10.419474
cell_02272,0.58662206,0.0034806787,7.7756844,9.922697,0.14314567,0.95430446,0.14172103,0.13905008,0.13684691,0.14485022,0.09364643,0.551133,0.09364643,14.168203
cell_02273,0.41274995,0.0001775605,7.9052978,9.972937,0.14708696,0.14708696,0.14645891,0.9684119,0.14425455,0.14782906,0.019588927,0.57207376,0.019588927,15.184749
cell_02274,0.3710908,6.567531e-05,7.927214,9.980318,0.14775856,0.14775856,0.14727232,0.14634284,0.14555809,0.9888791,0.016852988,0.5892203,0.016852988,15.367626
cell_02275,10.372788,2.2021737,0.20550592,0.22690931,4.452847e-06,4.452847e-06,3.6561141e-06,2.7176188e-06,2.228879e-06,5.9777967e-06,0.063937396,0.66070485,0.063937396,0.09357659
cell_02276,1.2971188,0.49839067,6.61301,9.223192,0.109683126,0.109683126,0.10377927,0.09401252,0.5801132,0.1175087,0.23871562,0.7621928,0.23871562,8.247533
cell_02277,5.0522285,8.689441,1.0989609,1.6731623,0.00085201615,0.00085201615,0.0007088901,0.0005353266,0.00044272968,0.00111572,2.246668,0.85704136,2.246668,0.54901254
cell_02278,0.38424423,9.139029e-05,7.9206576,9.978154,0.14755748,0.98371655,0.1470286,0.14601848,0.14516652,0.14818147,0.038977485,0.70980114,0.038977485,15.312563
cell_02279,0.8970137,0.067100555,7.384087,9.729007,0.13152902,0.13152902,0.12810022,0.8130914,0.117169,0.13578366,0.63368034,0.7129959,0.63368034,11.646345
cell_02280,2.2344983,3.6800013,4.4030766,6.990272,0.051316824,0.051316824,0.045531474,0.03739475,0.032442223,0.40189108,2.623598,0.627722,2.623598,3.4326348
cell_02281,5.654715,7.996318,0.85814273,1.2534614,0.00038478198,0.00038478198,0.0003189603,0.00023979112,0.00019784251,0.00050734414,0.06923129,0.82027215,0.06923129,0.41776904
cell_02282,3.0919814,7.047123,2.8169048,4.671184,0.016560871,0.016560871,0.014196894,0.011130414,0.009396622,0.02057064,0.438668,0.5441945,0.438668,1.7304232
cell_02283,0.718777,0.01563643,7.634015,9.858715,0.13889477,0.13889477,0.91118735,0.1325939,0.12929352,0.1415828,0.39355934,0.62044126,0.39355934,13.170261
cell_02284,5.298737,8.439583,0.9908535,1.4833937,0.0006103386,0.0006103386,0.00050696015,0.0003820608,0.0003156333,0.0008017203,1.7854862,0.53879255,1.7854862,0.48925495
cell_02285,8.252984,4.2295346,0.35687694,0.44065818,2.4338104e-05,2.4338104e-05,2.0026331e-05,1.4923523e-05,1.2255864e-05,3.2539476e-05,1.0464501,0.5856723,1.0464501,0.16497746
cell_02286,0.3439674,3.1453685e-05,7.939699,9.98432,0.9876121,0.14814182,0.14773731,0.14696279,0.14630757,0.14861818,0.008239235,0.73463917,0.008239235,15.473324
cell_02287,0.5644323,0.0025705167,7.7957726,9.931083,0.9583545,0.14375317,0.14244738,0.13999304,0.13796248,0.14531253,0.18198004,0.55038416,0.18198004,14.318857
cell_02288,5.3963723,8.326389,0.9519023,1.4155177,0.0005365238,0.0005365238,0.00044538127,0.00033541047,0.00027698744,0.00070554204,0.15915929,0.54024714,0.15915929,0.46806303
cell_02289,3.727212,8.516193,2.0327682,3.3353019,0.006159434,0.006159434,0.005204465,0.0040057814,0.0033472264,0.007844416,2.818874,0.83036435,2.818874,1.1302558
cell_02290,0.24576633,9.2366577e-07,7.9738665,9.994274,0.14919324,0.14919324,0.14901592,0.14867488,0.9892318,0.14940135,0.0044255313,0.54731965,0.0044255313,15.768389
cell_02291,0.706218,0.013812384,7.649101,9.865894,0.13934472,0.9289648,0.13720863,0.13326573,0.13007273,0.14193137,0.20976284,0.74322134,0.20976284,13.27145
cell_02292,1.0437486,0.16293825,7.131276,9.579632,0.124233775,0.8282252,0.11979763,0.1120737,0.106223255,0.12986322,1.0002241,0.64080447,1.0002241,10.349594
cell_02293,3.5057087,8.123193,2.273612,3.7555504,0.008732783,0.008732783,0.0074105044,0.0057346215,0.0048061446,0.011038504,2.9149733,0.85854685,2.9149733,1.3021133
cell_02294,3.6270008,8.354001,2.1377985,3.5194554,0.00721369,0.00721369,0.006106562,0.0047110673,0.003941611,0.009157191,0.28273162,0.78302,0.28273162,1.2039543
cell_02295,10.24523,2.293161,0.2117915,0.2352888,4.8828624e-06,4.8828624e-06,4.009543e-06,2.9806358e-06,2.4447277e-06,6.5539684e-06,0.26252747,0.5237721,0.26252747,0.09649882
cell_02296,0.65114635,0.0076812273,7.7112346,9.894579,0.14120464,0.9413643,0.1394098,0.1360716,0.13334404,0.14336537,0.23518792,0.85818726,0.23518792,13.700654
cell_02297,10.096671,2.403588,0.21945216,0.2455694,5.4440566e-06,5.4440566e-06,4.4708477e-06,3.3239855e-06,2.7265248e-06,7.3057176e-06,0.28041872,0.66555953,0.28041872,0.10006525
cell_02298,11.769098,1.408384,0.15091631,0.15646899,1.7358755e-06,1.7358755e-06,1.4241906e-06,1.0576589e-06,8.6704176e-07,2.3337745e-06,0.103706636,0.619291,0.103706636,0.068349645
cell_02299,0.6485127,0.007454525,7.7140417,9.89584,0.14128894,0.14128894,0.13950986,0.907999,0.13349423,0.14343008,0.2819587,0.7691128,0.2819587,13.720531
cell_02300,0.26966134,2.5546212e-06,7.9670715,9.992438,0.14898384,0.14898384,0.9917395,0.14833257,0.14796859,0.14924565,0.009653535,0.78718954,0.009653535,15.709021
cell_02301,0.5821044,0.0032769525,7.77986,9.924456,0.14327185,0.14327185,0.14187178,0.13924551,0.91385233,0.14494635,0.20973133,0.62130034,0.20973133,14.199321
cell_02302,1.8191073,1.975932,5.3745136,8.1148405,0.07637828,0.07637828,0.06951253,0.39490318,0.05259325,0.08636398,0.46543592,0.6406626,0.46543592,5.016719
cell_02303,1.7172525,1.6121247,5.6220417,8.365177,0.0829154,0.0829154,0.07600201,0.06546674,0.058535393,0.6186457,0.000987621,0.5625322,0.000987621,5.5255814
cell_02304,2.096692,3.0891004,4.714965,7.376204,0.059231933,0.059231933,0.05296308,0.043979473,0.03841351,0.45839447,2.660533,0.7373774,2.660533,3.8811347
cell_02305,3.275046,7.5780754,2.5603628,4.2451253,0.012521114,0.012521114,0.010681423,0.008321608,0.0070004542,0.015683183,0.06833604,0.8827636,0.06833604,1.5206807
cell_02306,1.4889182,0.9217914,6.172482,8.870113,0.09764762,0.6509841,0.09103611,0.08051451,0.07327966,0.10672075,1.8484606,0.66664976,1.8484606,6.8760524
cell_02307,2.138924,3.2687097,4.6180296,7.2587857,0.05675465,0.05675465,0.05062391,0.27926868,0.036509763,0.066129744,1.5288152,0.8984825,1.5288152,3.7364645
cell_02308,1.0966226,0.21349105,7.03088,9.51571,0.80917037,0.12137556,0.11659538,0.108358815,0.10219201,0.1274945,0.45998162,0.5705658,0.45998162,9.890307
cell_02309,0.33035955,2.1071712e-05,7.945448,9.986105,0.14831845,0.14831845,0.14795181,0.14724925,0.14665437,0.9916666,0.0083034085,0.8184398,0.0083034085,15.522369
cell_02310,0.22421923,3.269006e-07,7.9792094,9.995651,0.149358,0.99571997,0.14921668,0.14894469,0.14871313,0.14952376,0.0010669149,0.8712433,0.0010669149,15.815317
cell_02311,8.757702,3.6401062,0.30956423,0.37144753,1.567666e-05,1.567666e-05,1.2890653e-05,9.598384e-06,7.879334e-06,2.098629e-05,0.92379546,0.77522177,0.92379546,0.14242782
cell_02312,2.5758324,5.141574,3.694267,6.0257397,0.03423362,0.03423362,0.02988213,0.15996878,0.020538911,0.041268688,0.03885273,0.5437305,0.03885273,2.5709057
cell_02313,5.8245506,7.7603393,0.8030916,1.1593246,0.00031131302,0.00031131302,0.00025784443,0.00019365105,0.00015968952,0.00041111102,1.6922646,0.63061655,1.6922646,0.38870168
cell_02314,2.9341705,6.523131,3.0602932,5.0636106,0.020919127,0.020919127,0.018019272,0.01421585,0.08029456,0.02577489,2.9993968,0.53426635,2.9993968,1.9431572
cell_02315,3.8000515,8.618269,1.9602808,3.2075076,0.0054921326,0.0054921326,0.0046347636,0.0035616483,0.0029735242,0.0070102047,2.507828,0.74069923,2.507828,1.0804752
cell_02316,5.970067,7.549369,0.7596076,1.0855813,0.00026069058,0.00026069058,0.00021577538,0.00016192856,0.000133475,0.0003446811,0.84830457,0.8992595,0.84830457,0.36597902
cell_02317,0.56473565,0.002581496,7.7955055,9.930973,0.95830053,0.14374508,0.1424377,0.13998045,0.13794754,0.14530638,0.05851512,0.64990187,0.05851512,14.316835
cell_02318,1.6483119,1.3841132,5.7895966,8.526407,0.0873698,0.0873698,0.080485985,0.06986221,0.41855386,0.097090736,0.50429004,0.56517804,0.50429004,5.9017525
cell_02319,0.30359045,8.926108e-06,7.955779,9.989213,0.9909078,0.14863618,0.14833793,0.14776568,0.14728034,0.14898683,0.008935175,0.6074561,0.008935175,15.611115
cell_02320,10.53325,2.0925763,0.19795999,0.21691795,3.9714973e-06,3.9714973e-06,3.2605449e-06,2.4232863e-06,1.9873505e-06,5.3326844e-06,0.5131051,0.7283208,0.5131051,0.09007323
cell_02321,9.179701,3.2006857,0.27639118,0.32412434,1.10539e-05,1.10539e-05,9.085154e-06,6.7610436e-06,5.548543e-06,1.4811125e-05,0.011457871,0.7275847,0.011457871,0.12674423
cell_02322,2.3912406,4.358546,4.065466,6.5459137,0.042980134,0.042980134,0.2522077,0.030726602,0.0264788,0.051125947,2.2680323,0.59192836,2.2680323,2.9977407
cell_02323,8.704127,3.6993496,0.31416175,0.3780877,1.6406686e-05,1.6406686e-05,1.3491825e-05,1.0046793e-05,8.247767e-06,2.1960834e-05,0.77270895,0.8002819,0.77270895,0.14460965
cell_02324,4.1953983,8.9551,1.6174666,2.5975451,0.0029702235,0.0029702235,0.002491996,0.0019011954,0.0015810068,0.0038308224,1.8787147,0.5352049,1.8787147,0.8563122
cell_02325,0.23241927,4.928115e-07,7.9772615,9.995157,0.14929792,0.14929792,0.9942898,0.14884627,0.14859332,0.14947914,3.7091002e-05,0.74921614,3.7091002e-05,15.798184
cell_02326,5.2021303,8.544088,1.0314839,1.5544935,0.00069461117,0.00069461117,0.0005773209,0.00043541705,0.00035985798,0.00091135944,1.5113277,0.67027956,1.5113277,0.5115503
cell_02327,5.432697,8.282504,0.93792635,1.3912373,0.0005116368,0.0005116368,0.000424631,0.00031970112,0.00026397817,0.0006730823,0.31125626,0.55087,0.31125626,0.46050224
cell_02328,1.2096657,0.35501587,6.801841,9.360572,0.11492876,0.7661917,0.10947375,0.100286655,0.09357821,0.122048065,0.85524,0.7537539,0.85524,8.941247
cell_02329,1.6370789,1.3484815,5.8168387,8.551997,0.088096365,0.088096365,0.54148203,0.07059129,0.06349227,0.09778422,1.5085229,0.76921976,1.5085229,5.965572
cell_02330,1.1772174,0.3094927,6.869453,9.407694,0.11682173,0.11682173,0.11155056,0.10261423,0.09604179,0.8244155,1.0892003,0.6760081,1.0892003,9.208218
cell_02331,2.659041,5.4821043,3.536793,5.795249,0.03070427,0.20469514,0.026710227,0.021350028,0.018225642,0.03721945,2.309079,0.8191971,2.309079,2.4039886
cell_02332,0.43948892,0.00031281472,7.889429,9.967347,0.14660165,0.14660165,0.97248155,0.14448474,0.14332025,0.14746486,0.0001313393,0.70372665,0.0001313393,15.054416
cell_02333,6.893538,6.1353517,0.54584366,0.73302436,9.164114e-05,9.164114e-05,7.5612275e-05,5.652903e-05,4.650318e-05,0.000121889134,0.019139165,0.6143018,0.019139165,0.25722274
cell_02334,2.1626537,3.3703086,4.564069,7.192434,0.055381916,0.055381916,0.04933296,0.040743932,0.23645876,0.064663544,0.91994274,0.8814405,0.91994274,3.6580508
cell_02335,0.76022506,0.023014806,7.5818286,9.833268,0.13734312,0.13734312,0.1348544,0.13029745,0.84427863,0.14037581,0.31684467,0.8776176,0.31684467,12.828892
cell_02336,0.37230602,6.775755e-05,7.9266224,9.9801235,0.984936,0.14774041,0.14725031,0.14631352,0.14552268,0.14831829,0.030371252,0.53824854,0.030371252,15.362643
cell_02337,2.7363372,5.788932,3.3960845,5.584464,0.027663514,0.027663514,0.02399337,0.019102063,0.016268907,0.22465077,1.8957398,0.8784325,1.8957398,2.2612863
cell_02338,1.2385288,0.39895976,6.740539,9.316902,0.7547958,0.11321937,0.10760839,0.09821418,0.091398165,0.12057953,1.3799798,0.81019294,1.3799798,8.707967
cell_02339,9.100659,3.2793512,0.28221852,0.33236003,1.1787314e-05,1.1787314e-05,9.688744e-06,7.2109306e-06,5.91805e-06,1.5791335e-05,0.46023348,0.5426577,0.46023348,0.12949176
cell_02340,6.0716496,7.398419,0.73110056,1.0375597,0.00023081577,0.00023081577,0.0001909663,0.00014323734,0.000118036245,0.00030542482,1.0655571,0.7077301,1.0655571,0.35119468
