,Spatial_X,Spatial_Y
cell_04677,0.81481886,0.043650962
cell_04678,0.33792424,0.055506952
cell_04679,0.81367046,1.1567584
cell_04680,0.11734527,1.0788708
cell_04681,0.15875962,-0.028802715
cell_04682,0.9923785,1.103218
cell_04683,0.42868862,0.88703924
cell_04684,0.46061802,1.7987612
cell_04685,0.95103085,0.46282095
cell_04686,0.36183977,0.4457698
cell_04687,0.2369666,0.8179866
cell_04688,0.07782174,1.6191127
cell_04689,0.5226198,1.0843287
cell_04690,0.19968915,0.48685175
cell_04691,0.06480604,0.18953326
cell_04692,0.81306946,1.3080827
cell_04693,0.32859692,1.4260416
cell_04694,0.57939017,0.7283695
cell_04695,0.10464564,1.2258863
cell_04696,0.50558263,0.9238997
cell_04697,0.6318401,0.75211793
cell_04698,0.4498636,1.167817
cell_04699,0.33748183,1.3684238
cell_04700,0.31095505,1.5258354
cell_04701,0.109383754,0.7417185
cell_04702,0.11569121,0.36627728
cell_04703,0.49569616,0.47286546
cell_04704,0.13882926,0.17202102
cell_04705,0.22345084,0.40031058
cell_04706,0.16481768,0.116464324
cell_04707,0.80248433,0.6827273
cell_04708,0.44971707,0.2285386
cell_04709,0.55258954,0.36112452
cell_04710,0.58295816,1.468929
cell_04711,0.39638487,0.28995824
cell_04712,0.29843104,1.0554376
cell_04713,0.3824455,1.2361166
cell_04714,0.5348232,1.086393
cell_04715,0.35857725,0.20837288
cell_04716,0.13661592,0.39619118
cell_04717,0.91368693,0.639087
cell_04718,0.73240626,0.63769704
cell_04719,0.06626986,0.16622838
cell_04720,0.90569997,1.1757584
cell_04721,0.17046519,0.7430167
cell_04722,0.09773018,0.39218894
cell_04723,0.1732169,0.8446809
cell_04724,0.9330339,0.07414165
cell_04725,0.22129428,0.38947386
cell_04726,0.78699195,1.2542118
cell_04727,0.6430382,0.26319623
cell_04728,0.5182231,0.83976424
cell_04729,0.36559364,0.82466704
cell_04730,0.09293411,0.35167378
cell_04731,0.7106548,1.7011157
cell_04732,0.39478147,0.40624788
cell_04733,0.53498614,0.33659464
cell_04734,0.051761817,1.3306229
cell_04735,0.77593786,1.1628835
cell_04736,0.69227153,0.94679743
cell_04737,0.5293004,0.12962988
cell_04738,0.49630743,0.1423267
cell_04739,0.33703077,0.9910294
cell_04740,0.3424039,0.28857133
cell_04741,0.06846592,0.25496545
cell_04742,0.6867136,1.0798858
cell_04743,0.04497295,0.46000567
cell_04744,0.0014187794,0.03695713
cell_04745,0.030981185,0.12030186
cell_04746,0.20344748,0.5072033
cell_04747,0.57019573,1.2874383
cell_04748,0.6811592,1.1969646
cell_04749,0.42073837,0.16298166
cell_04750,0.4086387,0.22845924
cell_04751,0.57678586,0.8632356
cell_04752,0.59682757,0.40082964
cell_04753,0.8449976,1.0593587
cell_04754,0.81908816,1.099754
cell_04755,0.8235262,0.7834209
cell_04756,0.8441728,0.90761197
cell_04757,0.8798305,1.4284601
cell_04758,0.5553168,0.14139146
cell_04759,0.59516716,1.7657386
cell_04760,0.727226,0.6031443
cell_04761,0.19900756,1.0926285
cell_04762,0.36046103,1.6774895
cell_04763,0.91265297,0.8444552
cell_04764,0.5227624,0.81356275
cell_04765,0.05178762,0.30680454
cell_04766,0.40555978,0.99997085
cell_04767,0.1607892,1.0253
cell_04768,0.35628685,0.18082297
cell_04769,0.54497594,1.4948955
cell_04770,0.50513643,1.1523647
cell_04771,0.49046904,1.118333
cell_04772,0.018338947,-0.009571448
cell_04773,0.44510487,0.7255412
cell_04774,0.028963767,-0.0019114246
cell_04775,0.40486076,0.11774044
cell_04776,0.6469999,0.75311553
cell_04777,0.12590446,0.11770162
cell_04778,0.9167727,0.3039576
cell_04779,0.63051146,0.92784446
cell_04780,0.21759863,0.3701877
cell_04781,0.39408767,1.5218846
cell_04782,0.096907265,1.7065599
cell_04783,0.022063287,1.0430373
cell_04784,0.9158615,1.1911948
cell_04785,0.6751841,1.3252786
cell_04786,0.7796461,0.4077551
cell_04787,0.62217283,1.1777661
cell_04788,0.9067655,0.1159596
cell_04789,0.89591885,1.3896328
cell_04790,0.058158554,0.54948246
cell_04791,0.18946998,-0.0069512217
cell_04792,0.3957899,0.3753382
cell_04793,0.34108955,1.1813914
cell_04794,0.52557254,0.35780522
cell_04795,0.2665318,0.24733503
cell_04796,0.7974591,0.24147984
cell_04797,0.007493848,0.69341296
cell_04798,0.7915131,1.0685903
cell_04799,0.39337027,1.4765373
cell_04800,0.0051350086,0.64686036
cell_04801,0.84706426,0.19792925
cell_04802,0.4467545,0.005131407
cell_04803,0.7247266,0.72711813
cell_04804,0.8784487,0.92843753
cell_04805,0.034312744,1.1197734
cell_04806,0.26216206,1.0751967
cell_04807,0.11889159,0.94014966
cell_04808,0.09801016,0.50853765
cell_04809,0.9456411,0.90345645
cell_04810,0.80556935,1.1641473
cell_04811,0.36472517,1.3549552
cell_04812,0.68729305,0.56697947
cell_04813,0.9194453,1.4851384
cell_04814,0.2208135,0.5393724
cell_04815,0.014150738,0.050028943
cell_04816,0.82410836,0.33088017
cell_04817,0.72269833,0.8353163
cell_04818,0.16025728,0.6288702
cell_04819,0.48964584,1.2245347
cell_04820,0.16043389,1.3182521
cell_04821,0.60261387,0.33271572
cell_04822,0.64756995,0.81938475
cell_04823,0.2766827,1.178523
cell_04824,0.7808371,0.4105086
cell_04825,0.47359633,0.581596
cell_04826,0.7063579,0.14682923
cell_04827,0.63981116,0.40687102
cell_04828,0.45075893,1.0539533
cell_04829,0.29271725,1.7324224
cell_04830,0.2043044,0.7726343
cell_04831,0.745944,0.33265078
cell_04832,0.64194345,1.3320739
cell_04833,0.28094193,0.8782895
cell_04834,0.9670992,0.42648402
cell_04835,0.8103389,1.2895812
cell_04836,0.12680227,0.078723475
cell_04837,0.16256341,0.06675318
cell_04838,0.54404783,0.08691356
cell_04839,0.10237955,0.22003554
cell_04840,0.964338,1.3463985
cell_04841,0.6380234,1.1564885
cell_04842,0.06617404,0.27066696
cell_04843,0.44348574,0.5045996
cell_04844,0.22196847,0.48891783
cell_04845,0.49045074,0.38390663
cell_04846,0.2470255,0.17127329
cell_04847,0.83179617,1.2185578
cell_04848,0.7210992,0.09914298
cell_04849,0.9065781,1.2784967
cell_04850,0.19795762,0.15763701
cell_04851,0.38539225,1.268708
cell_04852,0.80546653,0.9944343
cell_04853,0.3738466,0.31782138
cell_04854,0.37908837,0.1554129
cell_04855,0.98603845,1.2760556
cell_04856,0.7708632,1.0484009
cell_04857,0.8608175,1.1004521
cell_04858,0.40697283,0.03443691
cell_04859,0.58591855,0.34826466
cell_04860,0.45055357,0.8682392
cell_04861,0.45029357,1.1933076
cell_04862,0.12769914,0.3307778
cell_04863,0.84213287,1.1379303
cell_04864,0.39054245,1.3880719
cell_04865,0.5818244,0.100047655
cell_04866,0.8570718,0.36547682
cell_04867,0.77347726,0.28915426
cell_04868,0.19823797,0.88450307
cell_04869,0.6185114,0.69845164
cell_04870,0.4957311,1.1123028
cell_04871,0.26015216,0.2644843
cell_04872,0.040857904,1.0642304
cell_04873,0.6297913,0.857973
cell_04874,0.7798549,0.70945096
cell_04875,0.9417184,1.0142419
cell_04876,0.35498375,0.293341
cell_04877,0.39921716,0.9230472
cell_04878,0.16300564,0.83545995
cell_04879,0.98461604,0.8086047
cell_04880,0.849587,0.117586195
cell_04881,0.95760375,0.67423964
cell_04882,0.49534714,1.2762005
cell_04883,0.20978138,0.36710945
cell_04884,0.57318455,1.178669
cell_04885,0.37209192,1.079224
cell_04886,0.34786442,0.11430488
cell_04887,0.08236428,1.2511834
cell_04888,0.07314921,0.8066131
cell_04889,0.37879854,1.4732322
cell_04890,0.92619854,0.18587984
cell_04891,0.7230237,0.3180983
cell_04892,0.7605586,0.84623027
cell_04893,0.23429067,0.33744672
cell_04894,0.7345296,1.3786532
cell_04895,0.4063191,1.1605725
cell_04896,0.059390612,0.18308535
cell_04897,0.39481357,1.1444379
cell_04898,0.1312538,1.2304592
cell_04899,0.85369945,1.0863678
cell_04900,0.84029406,0.84131634
cell_04901,0.28746894,0.43893906
cell_04902,0.6119223,0.33941194
cell_04903,0.36375973,1.0436962
cell_04904,0.15422617,1.3400888
cell_04905,0.6494073,0.77897596
cell_04906,0.7601066,1.1168572
cell_04907,0.77472275,0.16918398
cell_04908,0.14922059,0.9514683
cell_04909,0.51257855,0.1795437
cell_04910,0.023899358,0.16749303
cell_04911,0.0901695,0.6928872
cell_04912,0.081051156,0.5548093
cell_04913,0.057190794,1.4560822
cell_04914,0.33376935,0.40996444
cell_04915,0.3576796,1.2983268
cell_04916,0.6978703,1.0385122
cell_04917,0.32987973,0.84053284
cell_04918,0.1403958,1.5428708
cell_04919,0.94687563,0.4687959
cell_04920,0.8754764,0.73800623
cell_04921,0.12422576,0.12521966
cell_04922,0.3627787,0.3412746
cell_04923,0.16808465,1.3204029
cell_04924,0.95911145,0.80733186
cell_04925,0.3559776,0.4255926
cell_04926,0.098117426,0.26222545
cell_04927,0.726844,1.1508442
cell_04928,0.71171755,1.1610931
cell_04929,0.24103446,0.33951476
cell_04930,0.32146186,1.5744852
cell_04931,0.4150189,1.2869644
cell_04932,0.26770002,0.92780846
cell_04933,0.2888877,0.28278634
cell_04934,0.8015904,0.85524815
cell_04935,0.7518506,0.16250314
cell_04936,0.6926292,0.57094383
cell_04937,0.68677354,1.0421062
cell_04938,0.52188194,1.1111425
cell_04939,0.35092127,0.1839405
cell_04940,0.72054493,1.0625702
cell_04941,0.116367735,0.0911379
cell_04942,0.1410705,0.6977715
cell_04943,0.12626521,1.2492841
cell_04944,0.73271805,1.0115744
cell_04945,0.5915409,1.4268001
cell_04946,0.45016038,1.3276695
cell_04947,0.47623134,0.9003444
cell_04948,0.82755935,0.89884967
cell_04949,0.121679775,1.3723497
cell_04950,0.38324428,0.2742989
cell_04951,0.7601662,1.2843555
cell_04952,0.65783936,0.25086185
cell_04953,0.43514672,1.2539878
cell_04954,0.22434121,0.28718868
cell_04955,0.94644123,0.25894317
cell_04956,0.40791938,1.2328743
cell_04957,0.877835,0.25361794
cell_04958,0.7778305,0.45309594
cell_04959,0.86153,1.4371729
cell_04960,0.016921993,0.23702058
cell_04961,0.47739142,0.23850869
cell_04962,0.25943384,0.93009853
cell_04963,0.27402136,0.2663928
cell_04964,0.26984033,0.28917497
cell_04965,0.38931367,0.0038170465
cell_04966,0.4107046,0.5969138
cell_04967,0.63404024,0.47760585
cell_04968,0.30036455,0.07310376
cell_04969,0.27277714,0.96230555
cell_04970,0.3606082,0.77616704
cell_04971,0.6865145,0.07593897
cell_04972,0.00017117562,0.35105103
cell_04973,0.746928,1.164338
cell_04974,0.33896875,0.95040697
cell_04975,0.57623976,0.7107573
cell_04976,0.7615223,0.53755623
cell_04977,0.5108352,0.24032223
cell_04978,0.64715123,1.0824474
cell_04979,0.9199407,1.6994182
cell_04980,0.029866273,1.2888557
cell_04981,0.34952885,0.24297056
cell_04982,0.92685413,0.3273304
cell_04983,0.8374298,0.106380805
cell_04984,0.61682796,0.3430858
cell_04985,0.22930296,0.3293039
cell_04986,0.33053303,0.9277317
cell_04987,0.85795635,0.22277036
cell_04988,0.69827145,1.5102496
cell_04989,0.28565022,0.19700421
cell_04990,0.1322455,-0.03499928
cell_04991,0.78077036,1.4885662
cell_04992,0.5762247,1.2711082
cell_04993,0.9634382,0.9158927
cell_04994,0.4064912,0.74067515
cell_04995,0.34902698,0.3199018
cell_04996,0.29075614,0.24689332
cell_04997,0.48188013,1.185897
cell_04998,0.32272965,1.0936434
cell_04999,0.0731906,0.97486335
