,pseudotime,branch_gate,lineage,branch_index,batch,library_size_factor,cell_cycle_score,stress_score,spatial_x,spatial_y
cell_02721,0.8074474,0.99989367,Inhibitory_Neuron,1,Batch_2,1.0647746,0.10511229,0.58675903,0.038646698,1.0989577
cell_02722,0.35528153,0.52638316,Inhibitory_Neuron,1,Batch_2,0.81151175,1.3735244,0.5612432,0.18716499,0.58422166
cell_02723,0.41034135,0.76973706,Astrocyte,2,Batch_3,0.82650805,0.14126983,0.8595468,0.41212887,0.76863194
cell_02724,0.16793798,0.025549889,NPC,-1,Batch_2,0.8318667,0.21287973,0.50073975,0.59633815,0.2390288
cell_02725,0.7408152,0.9995971,Astrocyte,2,Batch_3,1.1286575,0.22768001,0.7964343,0.005112513,1.1459502
cell_02726,0.7847089,0.99983245,OPC,5,Batch_3,1.1007137,0.14396225,0.53489137,0.5751477,1.5004234
cell_02727,0.13666332,0.013833479,NPC,-1,Batch_2,1.0083447,0.16009863,0.7471981,0.37849253,0.13073835
cell_02728,0.39345708,0.704567,Astrocyte,2,Batch_2,1.003789,2.176886,0.7483588,0.630002,0.73520684
cell_02729,0.892905,0.99998075,Inhibitory_Neuron,1,Batch_2,0.9075351,0.010741781,0.8451104,0.90697384,1.2330589
cell_02730,0.0027072737,0.00096169166,NPC,-1,Batch_2,0.9802518,0.13350898,0.8290426,0.440872,0.038345538
cell_02731,0.29875907,0.26408985,NPC,-1,Batch_3,1.1553534,1.2865556,0.77406573,0.55457866,0.32475004
cell_02732,0.55504227,0.98371106,Inhibitory_Neuron,1,Batch_2,1.0368037,0.7946642,0.65221906,0.46278992,0.7784924
cell_02733,0.33409387,0.4211333,NPC,-1,Batch_2,1.109539,1.756834,0.5665623,0.118522,0.3421987
cell_02734,0.2720452,0.17377637,NPC,-1,Batch_3,0.9073937,0.07185077,0.7542732,0.793113,0.2568828
cell_02735,0.4600375,0.90031683,Astrocyte,2,Batch_3,1.203231,0.041040126,0.6987879,0.88519573,0.796119
cell_02736,0.18152311,0.033261165,NPC,-1,Batch_2,1.1312276,1.4528317,0.5311769,0.8114666,0.28573555
cell_02737,0.52962524,0.97320825,Inhibitory_Neuron,1,Batch_1,0.8261883,0.5417511,0.88222474,0.94759655,0.7605405
cell_02738,0.7066959,0.999203,Oligodendrocyte,3,Batch_2,1.1085941,0.010529836,0.6257678,0.46802852,1.3034419
cell_02739,0.575295,0.989077,Inhibitory_Neuron,1,Batch_1,1.1968911,1.323939,0.5008563,0.65232176,0.80214876
cell_02740,0.09310933,0.0058362503,NPC,-1,Batch_3,1.1797432,0.42842078,0.8606761,0.1683416,0.11329206
cell_02741,0.84440863,0.9999492,Inhibitory_Neuron,1,Batch_1,0.7538352,0.05820097,0.73082036,0.97680813,1.08374
cell_02742,0.17497784,0.029299622,NPC,-1,Batch_2,1.150627,0.009713426,0.7932243,0.58055407,0.1926112
cell_02743,0.764812,0.9997506,Oligodendrocyte,3,Batch_3,0.856973,0.12604062,0.5610665,0.2616631,1.2182775
cell_02744,0.3605651,0.5526299,Excitatory_Neuron,0,Batch_2,0.83709186,2.5167923,0.6618423,0.80537426,0.35541126
cell_02745,0.78276134,0.99982584,Oligodendrocyte,3,Batch_2,0.58549905,0.077407256,0.7580245,0.5864911,1.2406671
cell_02746,0.2062729,0.05342649,NPC,-1,Batch_1,1.2670947,0.37504813,0.6003859,0.94967496,0.25179124
cell_02747,0.18666211,0.03672936,NPC,-1,Batch_3,1.1599997,0.115048446,0.7805996,0.7699774,0.18715921
cell_02748,0.49702585,0.94981337,Astrocyte,2,Batch_1,1.0129951,0.6172894,0.59344596,0.8772648,0.81143737
cell_02749,0.032936014,0.0017589466,NPC,-1,Batch_1,1.4697725,0.34850118,0.5836511,0.54665,0.060016748
cell_02750,0.22529733,0.07627612,NPC,-1,Batch_1,1.5078493,1.7878135,0.5046499,0.5173084,0.19291689
cell_02751,0.72401226,0.9994362,Astrocyte,2,Batch_2,1.3301053,0.31905943,0.6127627,0.7573265,1.1128665
cell_02752,0.83738345,0.9999416,Oligodendrocyte,3,Batch_2,0.94861853,0.05898737,0.59869474,0.105013974,1.407264
cell_02753,0.080785364,0.00456713,NPC,-1,Batch_2,1.2740693,0.80951,0.8057426,0.05403159,0.14367041
cell_02754,0.8820777,0.9999761,Oligodendrocyte,3,Batch_1,1.0928029,0.029117128,0.72788393,0.98370224,1.4443216
cell_02755,0.7975172,0.9998703,Microglia,4,Batch_3,1.0888411,0.048221394,0.5711298,0.9162955,1.4344115
cell_02756,0.8696843,0.99996936,Inhibitory_Neuron,1,Batch_3,0.8690908,0.031933762,0.727251,0.95566094,1.1324342
cell_02757,0.6984286,0.9990599,Inhibitory_Neuron,1,Batch_1,1.1503751,0.39178887,0.5901774,0.062364064,0.9539963
cell_02758,0.6741531,0.9984732,Oligodendrocyte,3,Batch_1,0.9599059,0.55595016,0.6702009,0.2693014,1.2516569
cell_02759,0.52509326,0.9707408,Astrocyte,2,Batch_2,1.3134153,1.0368854,0.8552832,0.90154237,0.88376516
cell_02760,0.6527872,0.9976611,Oligodendrocyte,3,Batch_1,0.8192993,0.6918587,0.7877025,0.08947958,1.1380006
cell_02761,0.91910964,0.9999886,Astrocyte,2,Batch_1,1.1060798,0.013658378,0.76044,0.45143452,1.3711163
cell_02762,0.100522004,0.0067626154,NPC,-1,Batch_3,1.0941719,0.035252076,0.61259335,0.34129137,0.12311261
cell_02763,0.3157645,0.3352108,NPC,-1,Batch_1,1.2218065,0.4700022,0.54983264,0.8798505,0.39020702
cell_02764,0.072454974,0.0038689312,NPC,-1,Batch_1,1.4123127,0.7688496,0.8011796,0.5180761,0.074610114
cell_02765,0.94480515,0.9999932,Microglia,4,Batch_2,0.89791805,0.007652414,0.72715616,0.2903742,1.5930194
cell_02766,0.44526547,0.87049127,Excitatory_Neuron,0,Batch_2,1.123571,0.26582938,0.7491041,0.5243012,0.58411855
cell_02767,0.67534447,0.9985091,Astrocyte,2,Batch_2,1.338441,0.3441798,0.89004534,0.112446204,0.9528959
cell_02768,0.84112006,0.99994576,Excitatory_Neuron,0,Batch_2,0.76527953,0.06263995,0.63932836,0.7312027,1.0332742
cell_02769,0.99100024,0.9999973,Inhibitory_Neuron,1,Batch_3,0.93032736,0.0034695393,0.820299,0.6183376,1.2853626
cell_02770,0.16178246,0.022657398,NPC,-1,Batch_1,1.2620846,0.123468265,0.72358274,0.6007088,0.098878324
cell_02771,0.7995126,0.9998754,Oligodendrocyte,3,Batch_2,0.9823176,0.043281384,0.594104,0.43784437,1.2706846
cell_02772,0.8874229,0.99997854,Astrocyte,2,Batch_2,0.9964141,0.025019012,0.52115536,0.29424414,1.3031051
cell_02773,0.048875377,0.0024177616,NPC,-1,Batch_1,1.1911131,0.34631243,0.74640435,0.065380655,0.06372441
cell_02774,0.75409055,0.999691,Inhibitory_Neuron,1,Batch_1,0.9981407,0.15005024,0.61904645,0.9470325,1.0619088
cell_02775,0.35472533,0.52360904,OPC,5,Batch_3,1.260137,0.6520041,0.7781913,0.4165539,1.0660713
cell_02776,0.64859676,0.9974572,Microglia,4,Batch_1,0.79823214,0.7091076,0.78029084,0.4959217,1.1809804
cell_02777,0.5140482,0.96377,Astrocyte,2,Batch_1,0.87884814,1.4004422,0.68218416,0.37576675,0.875733
cell_02778,0.25974226,0.14122471,NPC,-1,Batch_1,0.76067775,2.2625034,0.71455884,0.98787737,0.3481179
cell_02779,0.13522136,0.013445518,NPC,-1,Batch_1,0.8213812,0.4969881,0.75061876,0.796172,0.17321177
cell_02780,0.11694723,0.00936789,NPC,-1,Batch_1,0.95737714,0.05176782,0.687442,0.095760226,0.16545875
cell_02781,0.103322856,0.0071494635,NPC,-1,Batch_3,1.02598,0.81894916,0.8509482,0.60817504,0.02736139
cell_02782,0.63779,0.9968456,OPC,5,Batch_1,0.6623822,0.025339525,0.5303738,0.48463458,1.3158373
cell_02783,0.35141087,0.5070538,Inhibitory_Neuron,1,Batch_1,1.1271224,2.9714282,0.89192724,0.793352,0.60999537
cell_02784,0.21663344,0.06492881,NPC,-1,Batch_3,1.294781,0.009906129,0.51338035,0.997316,0.2459747
cell_02785,0.6918851,0.9989286,Microglia,4,Batch_3,0.9070171,0.03924748,0.58323854,0.74430674,1.4214174
cell_02786,0.6868496,0.9988152,Excitatory_Neuron,0,Batch_1,0.8564393,0.20636447,0.78332317,0.86492884,0.7602984
cell_02787,0.5391683,0.9777599,Inhibitory_Neuron,1,Batch_1,1.0354111,1.6750758,0.5339841,0.5026355,0.8451906
cell_02788,0.9349578,0.9999917,Inhibitory_Neuron,1,Batch_3,1.0113722,0.0032104333,0.6048691,0.37359798,1.2114141
cell_02789,0.38541424,0.670022,Excitatory_Neuron,0,Batch_2,1.372475,1.4006346,0.5615907,0.6432797,0.5056189
cell_02790,0.835863,0.99993974,Astrocyte,2,Batch_3,0.83065915,0.001062872,0.78942865,0.74941844,1.2282665
cell_02791,0.07513941,0.0040814555,NPC,-1,Batch_2,0.8981487,0.8087488,0.73157334,0.22753394,0.0959512
cell_02792,0.7398311,0.999589,Excitatory_Neuron,0,Batch_1,1.3417557,0.0002825704,0.52579147,0.50338745,0.91757447
cell_02793,0.9884474,0.99999714,Oligodendrocyte,3,Batch_2,0.9648178,0.0006262179,0.6840537,0.11379099,1.5154692
cell_02794,0.8465982,0.9999514,Excitatory_Neuron,0,Batch_2,0.9661569,0.05645289,0.58340114,0.21635282,1.0559732
cell_02795,0.5796647,0.9899819,Excitatory_Neuron,0,Batch_3,1.2857352,0.18720558,0.8870794,0.8818589,0.68230397
cell_02796,0.6267661,0.99607056,OPC,5,Batch_3,0.7393357,0.035618052,0.5431672,0.14473198,1.3610218
cell_02797,0.35328954,0.5164418,Oligodendrocyte,3,Batch_1,1.0612311,0.52495104,0.73922205,0.81134826,0.6516889
cell_02798,0.6794852,0.9986274,OPC,5,Batch_2,1.30397,0.5181423,0.6927389,0.37259576,1.3985155
cell_02799,0.7703954,0.99977696,Astrocyte,2,Batch_1,0.8321076,0.15386683,0.7312338,0.66352135,1.2276516
cell_02800,0.9982285,0.9999977,Excitatory_Neuron,0,Batch_2,1.0143813,0.0032887738,0.88259715,0.91032636,1.2326081
cell_02801,0.4924629,0.9452803,Astrocyte,2,Batch_3,1.1130317,3.2031432e-05,0.63651276,0.7808987,0.87528276
cell_02802,0.061304066,0.003097929,NPC,-1,Batch_2,0.82607967,0.054234434,0.79950655,0.82594115,0.076230764
cell_02803,0.595858,0.9927333,Astrocyte,2,Batch_2,1.2695814,0.907655,0.6789866,0.26114908,1.0388433
cell_02804,0.11902415,0.009761333,NPC,-1,Batch_1,1.1627028,0.8010785,0.76430464,0.3616746,0.15725091
cell_02805,0.24476504,0.10864093,NPC,-1,Batch_1,1.3822831,1.0169225,0.646263,0.732792,0.26071304
cell_02806,0.3287799,0.3954639,NPC,-1,Batch_2,0.7543656,1.1476239,0.59084886,0.7772346,0.43729293
cell_02807,0.73102987,0.99951,Excitatory_Neuron,0,Batch_3,0.902833,0.2090339,0.53344655,0.7900523,0.9233658
cell_02808,0.18380812,0.034762416,NPC,-1,Batch_2,0.80084676,1.5777506,0.5407005,0.74010795,0.2520493
cell_02809,0.16575295,0.024484135,NPC,-1,Batch_1,0.91597795,1.1332389,0.88377213,0.2316226,0.17875685
cell_02810,0.044964243,0.0022362522,NPC,-1,Batch_1,1.0464462,0.13491808,0.81538266,0.28908664,0.0680307
cell_02811,0.87323993,0.99997145,Microglia,4,Batch_3,0.81851876,0.03038469,0.5979837,0.942041,1.5975542
cell_02812,0.6935054,0.9989627,Oligodendrocyte,3,Batch_3,1.2075765,0.0026119351,0.7116589,0.55386037,1.216084
cell_02813,0.039946467,0.0020231574,NPC,-1,Batch_2,1.0643154,0.24976823,0.7856931,0.7544504,-0.025952369
cell_02814,0.028292306,0.0016031924,NPC,-1,Batch_3,1.3208108,0.0875327,0.6410152,0.59919566,0.0025125812
cell_02815,0.5586743,0.984835,Oligodendrocyte,3,Batch_1,1.070603,0.6085664,0.67599523,0.92450184,0.99664587
cell_02816,0.2825344,0.20598288,NPC,-1,Batch_1,0.818437,2.7832487,0.78735274,0.8687818,0.3013251
cell_02817,0.59672636,0.9928575,Astrocyte,2,Batch_3,1.0625925,0.6303928,0.5909817,0.2613748,0.8505074
cell_02818,0.43460417,0.844498,Oligodendrocyte,3,Batch_1,1.1104527,0.22767286,0.71053773,0.8847095,0.9760539
cell_02819,0.92331254,0.9999895,Inhibitory_Neuron,1,Batch_3,1.0191097,0.011660179,0.5840353,0.30003935,1.1841607
cell_02820,0.287809,0.22377181,NPC,-1,Batch_2,1.169719,2.1831658,0.501231,0.44098046,0.3051734
cell_02821,0.6791454,0.99861807,OPC,5,Batch_1,0.8032689,0.00072813616,0.7761055,0.8512336,1.317889
cell_02822,0.054054312,0.002680912,NPC,-1,Batch_1,1.2927965,0.7385747,0.78290594,0.32401907,0.108186625
cell_02823,0.95586056,0.9999945,Inhibitory_Neuron,1,Batch_2,1.0004665,0.0017846324,0.8982891,0.29077193,1.2624894
cell_02824,0.9807575,0.99999666,Excitatory_Neuron,0,Batch_2,1.0907197,0.004194433,0.5724062,0.6686568,1.1593633
cell_02825,0.73907465,0.99958277,Excitatory_Neuron,0,Batch_1,0.6657484,0.20246886,0.79583216,0.99967635,0.8719895
cell_02826,0.46521246,0.9092284,Oligodendrocyte,3,Batch_1,0.99241704,0.4726853,0.879187,0.13105698,0.9476452
cell_02827,0.21999344,0.06912997,NPC,-1,Batch_1,1.103494,2.2488353,0.7578321,0.70106065,0.23999105
cell_02828,0.81251633,0.9999039,OPC,5,Batch_1,0.8229373,0.012746649,0.88525623,0.52695537,1.4755746
cell_02829,0.7363541,0.99955946,OPC,5,Batch_1,1.1474916,0.26526317,0.89777637,0.4106175,1.4190481
cell_02830,0.22195403,0.07169634,NPC,-1,Batch_2,0.96836483,1.4103343,0.82064974,0.74985874,0.19917127
cell_02831,0.4512153,0.8833255,Oligodendrocyte,3,Batch_1,0.91204095,0.011245823,0.89971435,0.55483633,0.91522425
cell_02832,0.46279892,0.905165,OPC,5,Batch_3,1.0970783,1.8185096,0.7503298,0.79781115,1.2018597
cell_02833,0.82641053,0.9999272,Oligodendrocyte,3,Batch_2,0.9750276,0.018527621,0.69882226,0.7438539,1.4249829
cell_02834,0.6838447,0.9987419,Inhibitory_Neuron,1,Batch_3,0.92115825,0.00010305691,0.8670545,0.985119,0.8588689
cell_02835,0.64316756,0.99716634,Oligodendrocyte,3,Batch_1,1.2127218,0.26313493,0.8323823,0.8108658,1.1628145
cell_02836,0.6498274,0.99751884,Excitatory_Neuron,0,Batch_3,1.067437,0.69800645,0.54404485,0.0667998,0.74903935
cell_02837,0.27047008,0.16929972,NPC,-1,Batch_1,0.7979666,1.9452667,0.62108904,0.7795793,0.470737
cell_02838,0.37171125,0.60688215,Excitatory_Neuron,0,Batch_1,1.4128501,0.56446016,0.60425806,0.6497032,0.5152312
cell_02839,0.045662284,0.0022676198,NPC,-1,Batch_1,1.2705804,0.34589344,0.8421047,0.08979035,0.13988951
cell_02840,0.7869411,0.9998398,Inhibitory_Neuron,1,Batch_3,0.8034459,0.10947085,0.59329814,0.60548925,1.1044513
cell_02841,0.4329982,0.8402332,Excitatory_Neuron,0,Batch_3,0.76276094,2.5528352,0.6216179,0.7508036,0.5386923
cell_02842,0.43823835,0.8538057,OPC,5,Batch_3,1.0839124,1.8929628,0.7075155,0.19719452,1.1057569
cell_02843,0.24535626,0.109791294,NPC,-1,Batch_3,1.23933,2.3283856,0.5304478,0.43491164,0.2644615
cell_02844,0.20942728,0.056708332,NPC,-1,Batch_1,0.82989675,1.8241041,0.88449186,0.5424863,0.21130748
cell_02845,0.5878219,0.9914771,OPC,5,Batch_1,0.7292329,0.59172386,0.69642514,0.41315272,1.3362651
cell_02846,0.23255302,0.08715009,NPC,-1,Batch_1,0.9240128,2.355405,0.5761735,0.8760048,0.35708377
cell_02847,0.06420885,0.0032826278,NPC,-1,Batch_1,1.4467103,0.6153427,0.6083283,0.1689032,0.05921023
cell_02848,0.76750743,0.99976367,Inhibitory_Neuron,1,Batch_2,0.87674755,0.1654378,0.8192335,0.77155554,1.0048915
cell_02849,0.37646943,0.6293405,Oligodendrocyte,3,Batch_1,0.8282325,0.9569859,0.75360256,0.7780912,0.73758817
cell_02850,0.38023558,0.6467335,Inhibitory_Neuron,1,Batch_1,1.1549176,0.2991422,0.6858504,0.44802997,0.5885173
cell_02851,0.43131828,0.8356712,Excitatory_Neuron,0,Batch_2,1.1202954,2.5997794,0.63264054,0.539478,0.5790453
cell_02852,0.8150448,0.9999087,Inhibitory_Neuron,1,Batch_3,1.1255893,0.047086254,0.8602737,0.15356246,1.1620202
cell_02853,0.3208369,0.35818234,NPC,-1,Batch_1,0.9227711,0.57371324,0.8090258,0.19515757,0.4539262
cell_02854,0.7580362,0.99971443,Excitatory_Neuron,0,Batch_1,0.98015577,0.020157894,0.7872448,0.5316648,0.9304138
cell_02855,0.93954486,0.99999243,Inhibitory_Neuron,1,Batch_3,1.217557,0.0115305865,0.6784002,0.22468078,1.2519633
cell_02856,0.66086817,0.9980095,Excitatory_Neuron,0,Batch_1,1.3115335,0.619375,0.89246404,0.8064654,0.8571544
cell_02857,0.43168107,0.83666515,Excitatory_Neuron,0,Batch_1,0.79313445,2.6688051,0.7840281,0.6162181,0.46251422
cell_02858,0.74778974,0.9996495,Excitatory_Neuron,0,Batch_3,1.1154399,0.009186452,0.66944987,0.056578677,0.8753054
cell_02859,0.45789737,0.8964091,OPC,5,Batch_2,0.96198815,0.2156188,0.88422084,0.35787666,1.2350192
cell_02860,0.41442728,0.78390086,Excitatory_Neuron,0,Batch_1,0.7829845,1.7904578,0.85829,0.8584259,0.44358245
cell_02861,0.52528316,0.9708485,Inhibitory_Neuron,1,Batch_1,0.96643466,1.7770468,0.79598606,0.27744403,0.7486169
cell_02862,0.31772232,0.3439923,NPC,-1,Batch_2,0.89588976,0.8357649,0.80679846,0.71971786,0.41283333
cell_02863,0.104250215,0.0072823283,NPC,-1,Batch_3,1.0798272,1.1234679,0.669451,0.093800135,0.1292352
cell_02864,0.414852,0.78533643,Astrocyte,2,Batch_1,1.0906433,2.8038769,0.7029402,0.93053365,0.7952933
cell_02865,0.12385688,0.010741272,NPC,-1,Batch_2,0.70038366,0.07112557,0.5766189,0.44934568,0.22491217
cell_02866,0.4104415,0.7700918,Inhibitory_Neuron,1,Batch_3,1.0549322,1.8617035,0.7381585,0.49156564,0.636513
cell_02867,0.5569337,0.9843063,Astrocyte,2,Batch_1,1.001786,1.2198497,0.6479666,0.5698301,0.9778236
cell_02868,0.9307112,0.99999094,Excitatory_Neuron,0,Batch_2,1.565102,0.010204612,0.6389753,0.36343235,1.0704197
cell_02869,0.03622233,0.0018782151,NPC,-1,Batch_1,0.73379946,0.46399558,0.8792913,0.7252853,0.035589837
cell_02870,0.6214584,0.9956324,Oligodendrocyte,3,Batch_2,1.0134336,0.81946415,0.5659134,0.014583565,1.2260096
cell_02871,0.45773518,0.8961075,Astrocyte,2,Batch_2,1.2439315,2.2669861,0.8319894,0.16220427,0.8864288
cell_02872,0.020261128,0.0013656238,NPC,-1,Batch_1,1.147172,0.3315121,0.61258745,0.18882091,-0.039533608
cell_02873,0.24954818,0.11825741,NPC,-1,Batch_2,1.0417548,0.4363712,0.5114623,0.63534015,0.2988197
cell_02874,0.11848525,0.0096577015,NPC,-1,Batch_2,0.86572087,1.2427416,0.5161852,0.8906008,0.14898604
cell_02875,0.21679415,0.06512422,NPC,-1,Batch_1,0.8353122,0.77431583,0.671671,0.063639745,0.28097925
cell_02876,0.27457026,0.18114708,NPC,-1,Batch_2,0.76231635,2.0215576,0.6817844,0.8524586,0.39318642
cell_02877,0.40130633,0.7361643,Oligodendrocyte,3,Batch_1,1.1637747,2.485091,0.62810045,0.8195136,0.93352556
cell_02878,0.5290394,0.97290105,Astrocyte,2,Batch_1,1.0957795,0.9803734,0.76751184,0.07662566,0.8767181
cell_02879,0.0009899939,0.0009292527,NPC,-1,Batch_2,1.2514793,0.4085137,0.6941371,0.14322843,0.057287283
cell_02880,0.16186936,0.022695918,NPC,-1,Batch_3,1.305367,1.32286,0.5296452,0.35004532,0.22665304
cell_02881,0.09356639,0.005889529,NPC,-1,Batch_3,0.7977237,0.018848032,0.63922846,0.11466961,0.111223124
cell_02882,0.5496734,0.98189807,Inhibitory_Neuron,1,Batch_1,0.986295,1.4937272,0.5407851,0.7582861,0.6947002
cell_02883,0.32907486,0.3968751,NPC,-1,Batch_1,0.95721763,2.278632,0.5251663,0.5040693,0.44581354
cell_02884,0.5483977,0.98143893,Inhibitory_Neuron,1,Batch_1,0.77012575,0.00026526675,0.58332264,0.4107646,0.808337
cell_02885,0.2218233,0.071522504,NPC,-1,Batch_3,1.4015466,1.9945326,0.78023016,0.72494763,0.28566742
cell_02886,0.024229353,0.001478256,NPC,-1,Batch_2,0.88037795,0.5487832,0.77840066,0.29289538,-0.019988071
cell_02887,0.9413669,0.99999267,Excitatory_Neuron,0,Batch_2,1.4143137,0.0025462364,0.8445557,0.8715314,1.2275971
cell_02888,0.10830812,0.007893134,NPC,-1,Batch_1,0.94292974,0.4861788,0.8025677,0.6539667,0.13759334
cell_02889,0.12685874,0.011398326,NPC,-1,Batch_1,0.9095366,1.3524038,0.7141983,0.3465053,0.09516172
cell_02890,0.14654683,0.016806116,NPC,-1,Batch_3,1.1660309,0.89383954,0.6250448,0.5398727,0.11074017
cell_02891,0.9812765,0.9999967,Astrocyte,2,Batch_1,1.0776587,0.0017186321,0.5023246,0.25944847,1.4514054
cell_02892,0.6176602,0.9952893,Excitatory_Neuron,0,Batch_1,1.1346364,0.76281893,0.758855,0.98498076,0.77655476
cell_02893,0.61028993,0.9945453,Inhibitory_Neuron,1,Batch_2,1.0321523,0.035501003,0.61588526,0.43560433,0.8291974
cell_02894,0.9866982,0.9999971,Oligodendrocyte,3,Batch_3,0.75896806,0.001912642,0.60004,0.8967742,1.5671691
cell_02895,0.08843877,0.005318535,NPC,-1,Batch_3,1.0133638,0.75971985,0.8899302,0.9780204,0.13950685
cell_02896,0.9745009,0.99999624,Excitatory_Neuron,0,Batch_1,1.1265701,0.0008293468,0.56969607,0.53579247,1.1763973
cell_02897,0.20401315,0.05118647,NPC,-1,Batch_3,1.8747073,0.022393439,0.5129739,0.72999555,0.20974872
cell_02898,0.6230715,0.9957705,Excitatory_Neuron,0,Batch_3,1.1287843,0.89610213,0.87975615,0.5722468,0.7957536
cell_02899,0.42008355,0.802449,Oligodendrocyte,3,Batch_1,1.1251043,0.23379165,0.62240267,0.091567636,0.90598184
cell_02900,0.3839518,0.66352355,Inhibitory_Neuron,1,Batch_2,1.1165084,0.13927254,0.657368,0.952418,0.60912615
cell_02901,0.9312433,0.99999106,Microglia,4,Batch_2,1.059021,0.005276731,0.53237396,0.45663646,1.5558054
cell_02902,0.14922772,0.017715422,NPC,-1,Batch_1,1.162719,1.0057688,0.6616261,0.8940631,0.11252165
cell_02903,0.997069,0.9999976,OPC,5,Batch_2,0.9525485,0.00266911,0.88888854,0.6556053,1.8003091
cell_02904,0.37912506,0.64164275,OPC,5,Batch_1,1.0326988,0.48495778,0.77760786,0.10519089,1.1014286
cell_02905,0.6487749,0.9974662,Inhibitory_Neuron,1,Batch_2,1.0420136,0.5853512,0.68952996,0.41705298,0.9505485
cell_02906,0.9679067,0.9999957,Inhibitory_Neuron,1,Batch_2,1.1227326,0.0013245752,0.62298864,0.19584815,1.3107072
cell_02907,0.05760105,0.002877422,NPC,-1,Batch_2,0.95186305,0.0037026538,0.64641756,0.16985987,0.04659855
cell_02908,0.9228644,0.99998945,Oligodendrocyte,3,Batch_3,1.0112231,0.00020865184,0.7444913,0.7150887,1.4272269
cell_02909,0.56781137,0.98733574,Oligodendrocyte,3,Batch_3,1.2617506,1.3576312,0.60178,0.030019987,1.0405303
cell_02910,0.7043969,0.9991656,Oligodendrocyte,3,Batch_2,0.92686975,0.39537466,0.56077904,0.96614057,1.2049071
cell_02911,0.14918418,0.017700275,NPC,-1,Batch_2,0.7877631,3.5432473e-05,0.7784915,0.44992337,0.23438579
cell_02912,0.5333874,0.9751018,Inhibitory_Neuron,1,Batch_2,0.8764601,0.90099484,0.8477879,0.4897577,0.7360792
cell_02913,0.6735137,0.9984536,Excitatory_Neuron,0,Batch_2,1.1523178,0.009360129,0.86061555,0.2994289,0.788384
cell_02914,0.4562473,0.8933043,Excitatory_Neuron,0,Batch_1,1.0491718,2.4475915,0.8365674,0.085616075,0.6502463
cell_02915,0.15498517,0.019834543,NPC,-1,Batch_1,1.0243292,0.100792475,0.71223986,0.58824265,0.26354334
cell_02916,0.24411908,0.107396156,NPC,-1,Batch_2,1.0170615,0.5487652,0.8155324,0.3447545,0.24880387
cell_02917,0.85439277,0.9999584,Excitatory_Neuron,0,Batch_2,1.0977706,0.04468172,0.8705423,0.6240726,1.098709
cell_02918,0.034470994,0.0018136834,NPC,-1,Batch_1,1.2373902,0.005075773,0.50934505,0.5557698,-0.014728896
cell_02919,0.70886207,0.9992368,Excitatory_Neuron,0,Batch_1,0.7689079,0.094762646,0.66483927,0.21691085,0.82893157
cell_02920,0.99939007,0.99999774,OPC,5,Batch_2,1.045313,0.003274628,0.5816502,0.46165392,1.7832558
cell_02921,0.007482996,0.001057975,NPC,-1,Batch_2,1.1068646,0.38876486,0.8987075,0.308063,0.005100014
cell_02922,0.16104569,0.02233338,NPC,-1,Batch_2,1.0342871,0.0037866111,0.8718264,0.23972408,0.22424264
cell_02923,0.6741443,0.9984729,Excitatory_Neuron,0,Batch_2,1.3023692,0.3093064,0.8208744,0.76970434,0.81429684
cell_02924,0.059990834,0.0030178647,NPC,-1,Batch_3,1.0772041,0.44131026,0.61835194,0.011906592,0.10272537
cell_02925,0.58979,0.99180335,Oligodendrocyte,3,Batch_2,1.0486845,0.004734701,0.8808409,0.26888287,1.0476559
cell_02926,0.6840001,0.9987458,OPC,5,Batch_1,0.851903,0.3209896,0.51170015,0.53108567,1.4395113
cell_02927,0.5881463,0.9915317,Inhibitory_Neuron,1,Batch_2,0.891083,1.2105486,0.5752159,0.47614598,0.82972395
